@RELATION PBDNN

@ATTRIBUTE NN-5	numeric
@ATTRIBUTE NN-4	numeric
@ATTRIBUTE NN-3	numeric
@ATTRIBUTE NN-2	numeric
@ATTRIBUTE NN-1	numeric
@ATTRIBUTE NN0	numeric
@ATTRIBUTE NN1	numeric
@ATTRIBUTE NN10	numeric
@ATTRIBUTE NN11	numeric
@ATTRIBUTE NN12	numeric
@ATTRIBUTE NN13	numeric
@ATTRIBUTE NN14	numeric
@ATTRIBUTE NN15	numeric
@ATTRIBUTE class	numeric

@DATA
-2.170000000, -1.840000000, -1.840000000, -1.440000000, -1.000000000, -1.450000000, -10.740000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.280000000, -1.450000000, 0.333333333
-2.170000000, -2.240000000, -2.170000000, -1.440000000, -0.580000000, -1.000000000, -10.980000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -1.000000000, 2.140625000
-1.450000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, -1.840000000, -17.140000000, -1.280000000, -1.450000000, -1.840000000, -1.440000000, -1.300000000, -1.840000000, 0.000000000
-1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -16.120000000, -2.240000000, -1.280000000, -1.450000000, -1.300000000, -0.880000000, -1.450000000, 0.000000000
-0.880000000, -1.450000000, -1.840000000, -1.300000000, -1.000000000, -1.280000000, -11.230000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -1.450000000, -1.440000000, 1.072916667
-1.300000000, -1.440000000, -1.450000000, -1.000000000, -1.280000000, -1.300000000, -12.690000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, -1.000000000, 0.500000000
-1.450000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, -1.840000000, -10.790000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, -1.280000000, -1.450000000, 0.510416667
-1.440000000, -2.170000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -11.330000000, -1.300000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, 0.687500000
-1.840000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, -1.840000000, -13.840000000, -1.840000000, -2.170000000, -1.840000000, -1.440000000, -1.000000000, -1.000000000, 0.020833333
-1.300000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -1.300000000, -12.270000000, -1.450000000, -1.300000000, -1.280000000, -2.240000000, -2.170000000, -1.300000000, 0.197916667
-2.240000000, -1.840000000, -1.450000000, -0.880000000, -0.580000000, -1.000000000, -12.080000000, -1.300000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, 0.651041667
-2.240000000, -1.450000000, -0.880000000, -0.580000000, -1.280000000, -1.840000000, -15.010000000, -1.840000000, -1.450000000, -1.000000000, -1.440000000, -1.450000000, -0.880000000, 0.057291667
-0.580000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -15.960000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, 0.000000000
-1.840000000, -1.840000000, -1.300000000, -1.280000000, -2.240000000, -1.450000000, -11.750000000, -1.840000000, -1.280000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, 0.552083333
-2.170000000, -1.440000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -15.540000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -2.170000000, -1.300000000, 0.000000000
-1.840000000, -2.240000000, -1.840000000, -2.170000000, -1.300000000, -1.440000000, -11.500000000, -2.240000000, -2.170000000, -2.240000000, -2.170000000, -1.300000000, -1.000000000, 0.166666667
-1.000000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, -1.000000000, -13.090000000, -1.840000000, -1.280000000, -1.000000000, -1.450000000, -1.440000000, -0.580000000, 0.723958333
-0.880000000, -1.450000000, -2.240000000, -1.840000000, -2.170000000, -1.440000000, -11.010000000, -1.000000000, -1.000000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, 0.432291667
-1.300000000, -2.170000000, -1.840000000, -1.440000000, -0.580000000, -1.000000000, -11.670000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, -1.300000000, -1.280000000, 1.046875000
-1.840000000, -1.840000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -11.550000000, -1.280000000, -2.240000000, -1.280000000, -1.000000000, -1.450000000, -2.240000000, 1.348958333
-1.300000000, -1.280000000, -2.240000000, -2.170000000, -1.440000000, -1.000000000, -13.630000000, -1.000000000, -1.000000000, -1.450000000, -2.240000000, -2.170000000, -1.840000000, 0.260416667
-2.240000000, -1.450000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -14.720000000, -1.300000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, -1.840000000, 0.000000000
-2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -14.570000000, -1.280000000, -1.840000000, -2.240000000, -1.450000000, -1.280000000, -2.240000000, 0.171875000
-2.170000000, -2.240000000, -1.280000000, -1.000000000, -1.300000000, -1.450000000, -14.320000000, -1.440000000, -1.840000000, -2.170000000, -1.440000000, -1.450000000, -1.840000000, 0.057291667
-1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -14.950000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -1.300000000, -0.880000000, 0.000000000
-1.300000000, -1.440000000, -2.170000000, -1.300000000, -1.000000000, -1.000000000, -11.920000000, -1.280000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -0.580000000, 0.598958333
-1.450000000, -0.880000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -14.300000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, 0.411458333
-1.300000000, -1.280000000, -1.840000000, -2.240000000, -1.450000000, -1.440000000, -17.470000000, -1.450000000, -1.000000000, -0.880000000, -1.300000000, -1.840000000, -1.840000000, 0.000000000
-1.280000000, -2.240000000, -1.840000000, -1.450000000, -1.000000000, -0.880000000, -11.000000000, -0.580000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, -1.000000000, 1.276041667
-0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.280000000, -2.240000000, -15.690000000, -1.000000000, -1.280000000, -1.440000000, -0.580000000, -0.880000000, -1.450000000, 0.000000000
-1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -12.200000000, -1.280000000, -1.300000000, -1.450000000, -1.000000000, -1.000000000, -0.880000000, 0.510416667
-1.840000000, -2.170000000, -2.240000000, -2.170000000, -2.240000000, -1.280000000, -11.610000000, -1.450000000, -1.300000000, -1.000000000, -1.440000000, -1.280000000, -1.300000000, 0.119791667
-1.440000000, -1.300000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -11.610000000, -0.880000000, -1.300000000, -2.170000000, -1.300000000, -1.000000000, -1.000000000, 0.755208333
-1.000000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, -11.600000000, -1.300000000, -1.440000000, -1.450000000, -1.280000000, -1.300000000, -1.280000000, 0.416666667
-1.000000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.300000000, -9.230000000, -1.300000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, -1.440000000, 3.692708333
-1.450000000, -1.300000000, -1.440000000, -1.450000000, -1.280000000, -1.300000000, -12.290000000, -1.840000000, -1.300000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, 0.083333333
-1.000000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -14.320000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, -0.880000000, 0.000000000
-1.440000000, -1.840000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -17.470000000, -1.840000000, -1.840000000, -1.840000000, -1.300000000, -1.000000000, -1.000000000, 0.000000000
-0.580000000, -0.880000000, -0.580000000, -1.280000000, -1.300000000, -1.440000000, -12.650000000, -1.840000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -2.170000000, 0.119791667
-1.840000000, -1.840000000, -2.170000000, -2.240000000, -2.170000000, -2.240000000, -11.450000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.440000000, -1.280000000, 0.020833333
-0.880000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -13.040000000, -2.240000000, -2.170000000, -1.300000000, -1.000000000, -1.000000000, -1.000000000, 0.234375000
-2.170000000, -1.840000000, -1.440000000, -1.000000000, -1.300000000, -1.280000000, -10.510000000, -1.300000000, -1.840000000, -1.280000000, -0.580000000, -1.440000000, -1.840000000, 1.109375000
-1.840000000, -1.840000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -10.520000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, -2.240000000, -1.840000000, 1.286458333
-1.280000000, -2.240000000, -1.280000000, -1.000000000, -1.450000000, -2.240000000, -13.300000000, -1.280000000, -1.300000000, -2.170000000, -2.240000000, -1.280000000, -1.300000000, 0.000000000
-1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -1.300000000, -16.740000000, -1.450000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, 0.213541667
-1.840000000, -1.440000000, -1.300000000, -2.170000000, -1.840000000, -2.240000000, -14.610000000, -1.450000000, -1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.300000000, 0.395833333
-2.240000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, -12.540000000, -1.300000000, -0.880000000, -1.000000000, -1.300000000, -1.450000000, -1.440000000, 0.031250000
-2.170000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, -0.880000000, -12.500000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, 1.916666667
-1.440000000, -0.580000000, -1.280000000, -1.840000000, -1.840000000, -1.840000000, -15.800000000, -1.280000000, -1.000000000, -0.580000000, -1.440000000, -1.840000000, -2.170000000, 0.000000000
-0.580000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -11.010000000, -1.840000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, 0.005208333
-1.840000000, -1.450000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, -14.120000000, -0.880000000, -0.580000000, -1.440000000, -2.170000000, -2.240000000, -1.280000000, 0.119791667
-1.280000000, -1.440000000, -1.450000000, -1.840000000, -1.840000000, -2.240000000, -18.360000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, 0.000000000
-0.580000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.280000000, -11.970000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, 0.197916667
-1.440000000, -1.840000000, -1.840000000, -1.280000000, -1.300000000, -1.450000000, -11.240000000, -1.300000000, -1.840000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, 0.395833333
-2.240000000, -1.280000000, -1.450000000, -1.840000000, -2.240000000, -1.450000000, -11.590000000, -1.840000000, -1.300000000, -1.280000000, -2.240000000, -1.280000000, -1.000000000, 0.031250000
-1.280000000, -1.840000000, -1.300000000, -1.000000000, -1.280000000, -2.240000000, -13.440000000, -1.440000000, -1.450000000, -1.280000000, -2.240000000, -1.450000000, -1.440000000, 0.000000000
-1.280000000, -1.440000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, -12.080000000, -1.440000000, -1.450000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, 1.229166667
-0.580000000, -1.440000000, -2.170000000, -1.440000000, -1.300000000, -1.450000000, -11.600000000, -1.440000000, -1.450000000, -1.000000000, -1.280000000, -1.300000000, -0.880000000, 0.713541667
-1.000000000, -1.440000000, -1.280000000, -1.300000000, -1.840000000, -1.840000000, -13.500000000, -0.580000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, 0.390625000
-1.840000000, -1.440000000, -1.450000000, -2.240000000, -2.170000000, -2.240000000, -13.590000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -0.880000000, -1.000000000, 0.203125000
-1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -12.530000000, -1.000000000, -1.000000000, -1.300000000, -1.450000000, -1.280000000, -1.440000000, 0.177083333
-1.440000000, -1.000000000, -1.000000000, -0.580000000, -1.280000000, -2.240000000, -14.220000000, -2.170000000, -1.840000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, 0.046875000
-1.840000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -0.880000000, -12.890000000, -2.240000000, -1.840000000, -2.170000000, -1.300000000, -1.000000000, -1.000000000, 0.026041667
-2.240000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.280000000, -11.970000000, -2.170000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -1.300000000, 0.114583333
-1.000000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, -10.650000000, -1.000000000, -0.580000000, -0.880000000, -1.450000000, -1.300000000, -1.000000000, 2.171875000
-1.440000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, -14.200000000, -2.170000000, -2.240000000, -2.170000000, -1.840000000, -1.840000000, -1.840000000, 0.531250000
-1.840000000, -1.440000000, -1.000000000, -1.300000000, -1.280000000, -1.000000000, -10.810000000, -1.840000000, -1.280000000, -0.580000000, -1.440000000, -1.840000000, -1.280000000, 0.708333333
-1.000000000, -1.000000000, -1.280000000, -2.240000000, -2.170000000, -1.300000000, -9.740000000, -2.170000000, -1.300000000, -1.000000000, -1.000000000, -1.000000000, -0.880000000, 0.979166667
-1.440000000, -1.300000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -14.500000000, -1.840000000, -1.440000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, 0.000000000
-2.240000000, -1.840000000, -1.840000000, -1.280000000, -1.000000000, -0.580000000, -13.040000000, -1.440000000, -1.450000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, 0.171875000
-1.450000000, -1.000000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, -14.610000000, -1.840000000, -1.840000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, 0.182291667
-2.240000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, -1.280000000, -12.430000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, 0.260416667
-1.840000000, -1.300000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -11.270000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, -1.000000000, -1.440000000, 0.348958333
-1.840000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.000000000, -13.140000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.840000000, -1.450000000, 0.317708333
-1.840000000, -1.840000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -10.520000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, -1.300000000, -1.000000000, 1.338541667
-1.000000000, -1.000000000, -1.300000000, -1.840000000, -2.170000000, -1.440000000, -10.280000000, -2.240000000, -1.840000000, -2.170000000, -1.840000000, -1.840000000, -1.440000000, 0.869791667
-1.840000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -10.370000000, -1.450000000, -1.440000000, -2.170000000, -2.240000000, -1.840000000, -1.840000000, 1.723958333
-1.300000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.280000000, -12.310000000, -1.840000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, -1.300000000, 0.859375000
-1.440000000, -1.840000000, -1.840000000, -1.280000000, -1.300000000, -1.280000000, -11.730000000, -1.440000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -1.840000000, 0.223958333
-1.450000000, -1.280000000, -1.840000000, -1.840000000, -1.840000000, -1.840000000, -14.510000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, 0.000000000
-0.880000000, -1.300000000, -1.450000000, -1.000000000, -1.440000000, -1.450000000, -12.940000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.840000000, 0.244791667
-1.300000000, -1.000000000, -0.880000000, -0.580000000, -0.880000000, -0.580000000, -8.740000000, -1.840000000, -2.240000000, -1.280000000, -0.580000000, -0.880000000, -1.000000000, 8.328125000
-1.450000000, -1.000000000, -1.280000000, -1.440000000, -1.300000000, -1.280000000, -11.960000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.280000000, 0.427083333
-0.880000000, -1.300000000, -1.450000000, -0.880000000, -0.580000000, -1.280000000, -10.330000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -0.880000000, -1.300000000, 1.020833333
-1.280000000, -1.840000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -11.410000000, -1.000000000, -1.450000000, -2.240000000, -1.840000000, -1.840000000, -1.280000000, 2.067708333
-1.840000000, -1.450000000, -0.880000000, -1.000000000, -1.450000000, -2.240000000, -14.450000000, -1.300000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, 0.000000000
-0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -1.280000000, -12.500000000, -1.840000000, -1.840000000, -1.300000000, -0.880000000, -0.580000000, -0.880000000, 0.442708333
-1.440000000, -1.000000000, -1.000000000, -1.300000000, -1.280000000, -1.300000000, -11.630000000, -1.440000000, -1.280000000, -1.450000000, -1.840000000, -2.240000000, -1.840000000, 0.739583333
-1.000000000, -0.880000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -11.290000000, -1.840000000, -1.840000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, 0.406250000
-1.280000000, -1.840000000, -1.840000000, -1.300000000, -1.000000000, -1.440000000, -11.600000000, -0.580000000, -0.880000000, -0.580000000, -0.880000000, -1.000000000, -1.300000000, 0.463541667
-1.840000000, -2.170000000, -1.440000000, -1.300000000, -1.840000000, -2.170000000, -12.200000000, -1.840000000, -2.170000000, -1.840000000, -2.240000000, -1.840000000, -2.170000000, 0.020833333
-1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, -10.820000000, -1.440000000, -2.170000000, -2.240000000, -1.840000000, -1.840000000, -1.840000000, 0.510416667
-2.170000000, -1.300000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -10.470000000, -1.280000000, -1.000000000, -1.300000000, -1.840000000, -1.840000000, -1.280000000, 1.151041667
-1.450000000, -1.300000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -13.460000000, -1.300000000, -1.280000000, -1.440000000, -0.580000000, -1.440000000, -2.170000000, 0.052083333
-1.280000000, -1.300000000, -1.840000000, -1.280000000, -0.580000000, -1.440000000, -13.570000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, 0.302083333
-1.840000000, -1.840000000, -1.840000000, -2.170000000, -1.440000000, -1.300000000, -12.690000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -1.840000000, -2.240000000, 0.609375000
-1.000000000, -1.000000000, -1.440000000, -1.840000000, -2.170000000, -1.840000000, -14.520000000, -2.170000000, -1.840000000, -1.840000000, -2.240000000, -2.170000000, -1.840000000, 0.000000000
-0.880000000, -1.000000000, -0.580000000, -1.280000000, -1.440000000, -1.000000000, -10.460000000, -1.300000000, -1.280000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, 2.104166667
-1.300000000, -0.880000000, -1.000000000, -1.300000000, -1.450000000, -1.440000000, -14.510000000, -1.840000000, -2.170000000, -1.840000000, -2.240000000, -1.840000000, -1.840000000, 0.000000000
-1.450000000, -1.300000000, -1.280000000, -1.440000000, -1.000000000, -0.580000000, -13.190000000, -1.450000000, -1.000000000, -1.280000000, -1.300000000, -1.000000000, -0.880000000, 0.598958333
-2.240000000, -2.170000000, -1.300000000, -0.880000000, -1.000000000, -1.000000000, -13.350000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.280000000, -0.580000000, 0.375000000
-0.580000000, -0.880000000, -1.300000000, -2.170000000, -1.300000000, -1.440000000, -15.950000000, -1.840000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, -0.880000000, 0.000000000
-1.280000000, -1.840000000, -1.440000000, -1.300000000, -1.450000000, -1.440000000, -12.710000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, -0.880000000, -1.300000000, 0.781250000
-1.000000000, -1.000000000, -1.280000000, -1.440000000, -0.580000000, -0.880000000, -10.660000000, -0.880000000, -0.580000000, -1.440000000, -1.280000000, -1.000000000, -1.000000000, 2.197916667
-1.000000000, -0.580000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, -11.810000000, -0.880000000, -1.000000000, -1.450000000, -2.240000000, -1.840000000, -1.840000000, 0.348958333
-1.440000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -11.640000000, -0.580000000, -0.880000000, -0.580000000, -1.440000000, -1.840000000, -2.170000000, 1.119791667
-1.450000000, -2.240000000, -1.280000000, -1.450000000, -1.300000000, -0.880000000, -9.160000000, -0.880000000, -0.580000000, -1.000000000, -1.000000000, -0.880000000, -0.580000000, 5.322916667
-1.440000000, -0.580000000, -1.000000000, -1.000000000, -0.880000000, -0.580000000, -10.580000000, -1.450000000, -1.440000000, -1.280000000, -1.300000000, -1.840000000, -1.450000000, 4.161458333
-1.840000000, -1.450000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, -11.750000000, -1.000000000, -0.880000000, -1.300000000, -1.450000000, -1.280000000, -1.840000000, 0.541666667
-2.170000000, -1.840000000, -2.240000000, -1.450000000, -1.280000000, -1.840000000, -14.180000000, -2.170000000, -1.840000000, -1.840000000, -2.240000000, -1.450000000, -1.000000000, 0.000000000
-1.000000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -13.030000000, -1.300000000, -1.280000000, -0.580000000, -1.280000000, -1.300000000, -1.280000000, 0.416666667
-1.840000000, -1.280000000, -1.000000000, -0.580000000, -1.000000000, -1.000000000, -12.690000000, -0.880000000, -0.580000000, -1.280000000, -1.300000000, -1.440000000, -1.450000000, 0.109375000
-0.580000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -13.810000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, -0.880000000, -1.450000000, 0.000000000
-1.280000000, -1.440000000, -1.300000000, -1.450000000, -0.880000000, -1.000000000, -10.100000000, -0.880000000, -1.450000000, -1.300000000, -1.440000000, -1.280000000, -1.000000000, 1.958333333
-1.280000000, -1.450000000, -1.840000000, -1.840000000, -2.240000000, -1.280000000, -9.390000000, -0.580000000, -1.440000000, -2.170000000, -2.240000000, -1.450000000, -1.440000000, 3.473958333
-1.840000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -13.730000000, -1.440000000, -1.000000000, -1.300000000, -1.280000000, -0.580000000, -1.280000000, 0.473958333
-1.450000000, -1.440000000, -2.170000000, -1.300000000, -0.880000000, -0.580000000, -13.140000000, -2.170000000, -2.240000000, -1.450000000, -0.880000000, -0.580000000, -1.280000000, 0.208333333
-1.840000000, -1.280000000, -1.300000000, -2.170000000, -2.240000000, -1.280000000, -14.560000000, -0.580000000, -1.280000000, -1.440000000, -1.000000000, -0.580000000, -1.440000000, 0.000000000
-1.840000000, -1.840000000, -1.440000000, -1.450000000, -1.840000000, -1.440000000, -10.230000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, 0.489583333
-1.840000000, -2.170000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, -14.050000000, -2.240000000, -2.170000000, -1.300000000, -1.000000000, -1.280000000, -1.840000000, 0.031250000
-1.450000000, -0.880000000, -1.450000000, -1.300000000, -0.880000000, -1.000000000, -9.200000000, -0.880000000, -0.580000000, -1.000000000, -0.880000000, -1.300000000, -1.840000000, 3.072916667
-1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.280000000, -0.580000000, -10.400000000, -0.580000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, -1.280000000, 2.354166667
-1.000000000, -1.440000000, -1.280000000, -1.000000000, -0.580000000, -1.000000000, -12.290000000, -1.280000000, -2.240000000, -1.840000000, -1.450000000, -1.000000000, -0.880000000, 1.145833333
-1.000000000, -1.000000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, -8.080000000, -1.280000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -0.580000000, 7.312500000
-1.450000000, -2.240000000, -1.450000000, -1.440000000, -1.840000000, -2.170000000, -12.550000000, -1.300000000, -2.170000000, -1.300000000, -1.440000000, -2.170000000, -1.840000000, 0.078125000
-1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.280000000, -1.450000000, -12.700000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, -1.300000000, -1.280000000, 0.500000000
-1.000000000, -1.000000000, -1.300000000, -1.280000000, -1.300000000, -1.280000000, -11.790000000, -1.280000000, -1.450000000, -1.840000000, -2.240000000, -1.840000000, -1.280000000, 0.781250000
