@RELATION PBDNN

@ATTRIBUTE NN-5	numeric
@ATTRIBUTE NN-4	numeric
@ATTRIBUTE NN-3	numeric
@ATTRIBUTE NN-2	numeric
@ATTRIBUTE NN-1	numeric
@ATTRIBUTE NN0	numeric
@ATTRIBUTE NN1	numeric
@ATTRIBUTE NN5	numeric
@ATTRIBUTE NN6	numeric
@ATTRIBUTE NN7	numeric
@ATTRIBUTE NN8	numeric
@ATTRIBUTE NN9	numeric
@ATTRIBUTE NN10	numeric
@ATTRIBUTE class	numeric

@DATA
-1.280000000, -0.580000000, -1.440000000, -1.280000000, -1.300000000, -1.840000000, -8.090000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, 1.130208333
-1.440000000, -1.450000000, -1.280000000, -2.240000000, -2.170000000, -1.840000000, -8.490000000, -1.450000000, -1.000000000, -0.880000000, -1.300000000, -1.840000000, -1.840000000, 1.838541667
-1.840000000, -1.300000000, -1.280000000, -2.240000000, -1.450000000, -1.280000000, -4.440000000, -1.450000000, -1.300000000, -1.440000000, -1.840000000, -1.840000000, -1.280000000, 32.432291667
-1.440000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.300000000, -4.770000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, -1.300000000, -0.880000000, 38.328125000
-1.000000000, -1.000000000, -0.580000000, -0.880000000, -1.450000000, -2.240000000, -6.900000000, -1.300000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.280000000, 10.390625000
-2.170000000, -1.440000000, -0.580000000, -1.280000000, -1.840000000, -2.240000000, -4.040000000, -1.450000000, -0.880000000, -1.450000000, -1.840000000, -1.300000000, -1.280000000, 19.067708333
-1.280000000, -1.440000000, -1.000000000, -1.000000000, -1.300000000, -1.280000000, -4.160000000, -1.440000000, -1.280000000, -1.300000000, -1.280000000, -1.300000000, -1.280000000, 31.395833333
-1.840000000, -2.170000000, -1.840000000, -1.440000000, -1.000000000, -1.000000000, -5.160000000, -1.000000000, -1.300000000, -2.170000000, -1.300000000, -1.280000000, -1.300000000, 20.093750000
-0.580000000, -1.280000000, -1.840000000, -1.840000000, -2.240000000, -1.280000000, -4.910000000, -1.450000000, -1.440000000, -1.840000000, -2.170000000, -2.240000000, -1.840000000, 8.250000000
-1.840000000, -2.170000000, -1.300000000, -1.440000000, -1.450000000, -1.280000000, -6.660000000, -2.170000000, -2.240000000, -1.450000000, -1.280000000, -1.300000000, -1.280000000, 5.416666667
-1.450000000, -1.440000000, -1.840000000, -1.450000000, -0.880000000, -1.300000000, -4.190000000, -2.240000000, -1.450000000, -0.880000000, -1.000000000, -0.580000000, -0.880000000, 34.968750000
-1.840000000, -2.170000000, -1.440000000, -1.300000000, -1.280000000, -1.300000000, -4.750000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, 15.927083333
-0.880000000, -1.000000000, -1.450000000, -1.440000000, -1.450000000, -2.240000000, -3.860000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -1.840000000, -1.450000000, 32.046875000
-1.840000000, -2.240000000, -1.840000000, -1.280000000, -0.580000000, -1.000000000, -7.690000000, -1.840000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.280000000, 4.026041667
-1.300000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -1.840000000, -5.030000000, -1.440000000, -1.450000000, -1.280000000, -1.840000000, -1.840000000, -2.240000000, 16.921875000
-1.300000000, -1.280000000, -1.440000000, -0.580000000, -1.440000000, -2.170000000, -5.380000000, -1.840000000, -1.300000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, 6.380208333
-1.840000000, -1.450000000, -1.000000000, -0.880000000, -1.300000000, -2.170000000, -7.370000000, -1.280000000, -1.840000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, 5.614583333
-1.000000000, -1.000000000, -1.280000000, -1.300000000, -1.280000000, -2.240000000, -5.170000000, -1.000000000, -1.300000000, -1.280000000, -1.450000000, -1.300000000, -1.280000000, 16.015625000
-0.580000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, -0.880000000, -4.000000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, 229.208333333
-2.240000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.280000000, -5.980000000, -1.440000000, -1.450000000, -1.280000000, -2.240000000, -1.450000000, -1.440000000, 6.916666667
-1.440000000, -1.000000000, -1.450000000, -1.840000000, -1.300000000, -1.000000000, -3.880000000, -1.300000000, -1.840000000, -1.450000000, -0.880000000, -1.300000000, -1.840000000, 83.484375000
-1.000000000, -1.300000000, -1.840000000, -2.170000000, -1.840000000, -2.240000000, -8.090000000, -1.280000000, -1.300000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, 0.916666667
-1.300000000, -1.450000000, -0.880000000, -1.000000000, -1.450000000, -1.300000000, -3.460000000, -1.440000000, -1.450000000, -1.000000000, -0.880000000, -1.450000000, -1.300000000, 53.354166667
-1.000000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, -1.280000000, -4.740000000, -1.280000000, -1.300000000, -1.280000000, -1.000000000, -0.580000000, -1.440000000, 61.739583333
-1.280000000, -0.580000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -5.870000000, -1.840000000, -2.240000000, -1.450000000, -1.440000000, -1.450000000, -1.280000000, 8.760416667
-2.170000000, -1.840000000, -1.440000000, -1.000000000, -1.000000000, -1.300000000, -4.860000000, -1.300000000, -2.170000000, -1.300000000, -1.280000000, -1.300000000, -1.000000000, 25.187500000
-1.440000000, -0.580000000, -1.280000000, -1.840000000, -2.240000000, -1.840000000, -3.860000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -0.880000000, -1.450000000, 16.552083333
-1.840000000, -1.450000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, -4.180000000, -1.300000000, -2.170000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, 28.984375000
-1.840000000, -1.840000000, -1.840000000, -1.840000000, -1.300000000, -1.000000000, -6.360000000, -2.170000000, -1.840000000, -1.840000000, -2.240000000, -1.450000000, -1.000000000, 6.098958333
-2.240000000, -1.450000000, -1.440000000, -1.840000000, -2.170000000, -1.440000000, -7.370000000, -1.280000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -2.170000000, 3.067708333
-1.450000000, -0.880000000, -1.450000000, -1.840000000, -1.440000000, -1.000000000, -6.310000000, -1.440000000, -1.300000000, -1.840000000, -1.280000000, -1.000000000, -0.580000000, 12.598958333
-1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.450000000, -1.440000000, -6.260000000, -1.450000000, -1.000000000, -1.000000000, -0.880000000, -1.450000000, -1.300000000, 7.401041667
-0.580000000, -1.000000000, -1.280000000, -1.300000000, -1.280000000, -1.300000000, -4.300000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, 30.453125000
-1.300000000, -1.280000000, -0.580000000, -1.280000000, -1.300000000, -1.280000000, -5.420000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -1.450000000, -1.440000000, 16.645833333
-1.000000000, -1.000000000, -1.280000000, -2.240000000, -2.170000000, -1.840000000, -5.630000000, -2.170000000, -1.840000000, -2.240000000, -2.170000000, -2.240000000, -2.170000000, 4.947916667
-1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -0.580000000, -5.860000000, -1.840000000, -1.840000000, -2.170000000, -1.440000000, -1.300000000, -1.840000000, 8.588541667
-1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, -6.270000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, -1.840000000, -1.440000000, 16.276041667
-2.170000000, -1.300000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, -6.810000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, 3.109375000
-2.240000000, -1.840000000, -1.280000000, -1.000000000, -1.450000000, -1.300000000, -4.630000000, -1.440000000, -2.170000000, -1.840000000, -1.840000000, -1.840000000, -2.240000000, 28.098958333
-1.280000000, -1.300000000, -2.170000000, -2.240000000, -1.450000000, -1.280000000, -6.270000000, -1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.280000000, 6.937500000
-2.240000000, -1.840000000, -1.450000000, -1.000000000, -0.880000000, -1.300000000, -6.360000000, -1.000000000, -0.880000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, 14.083333333
-1.840000000, -1.840000000, -1.300000000, -1.000000000, -1.000000000, -1.280000000, -8.090000000, -1.840000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.280000000, 3.401041667
-0.880000000, -0.580000000, -1.280000000, -1.300000000, -1.280000000, -1.840000000, -5.140000000, -1.440000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, 9.062500000
-0.580000000, -0.880000000, -1.300000000, -1.450000000, -1.440000000, -1.840000000, -4.300000000, -2.170000000, -1.840000000, -2.240000000, -2.170000000, -1.300000000, -1.000000000, 15.369791667
-1.440000000, -0.580000000, -1.000000000, -1.280000000, -1.440000000, -1.300000000, -4.780000000, -1.300000000, -0.880000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, 40.572916667
-2.170000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.280000000, -6.360000000, -1.450000000, -1.300000000, -0.880000000, -1.000000000, -1.300000000, -1.450000000, 12.614583333
-0.880000000, -1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -5.000000000, -1.440000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -1.840000000, 14.453125000
-1.300000000, -1.450000000, -1.440000000, -1.840000000, -2.170000000, -1.300000000, -6.410000000, -2.170000000, -1.300000000, -1.280000000, -1.840000000, -2.240000000, -2.170000000, 4.656250000
-1.300000000, -2.170000000, -1.840000000, -1.840000000, -1.440000000, -0.580000000, -4.720000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.840000000, -1.840000000, 35.906250000
-1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, -1.000000000, -4.160000000, -1.000000000, -0.880000000, -1.000000000, -1.000000000, -1.450000000, -1.440000000, 62.744791667
-1.280000000, -1.000000000, -1.300000000, -1.450000000, -0.880000000, -1.300000000, -4.580000000, -1.300000000, -1.840000000, -1.280000000, -0.580000000, -1.440000000, -1.840000000, 26.119791667
-1.840000000, -1.440000000, -1.300000000, -1.280000000, -1.000000000, -1.450000000, -6.810000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, -1.300000000, -2.170000000, 7.812500000
-2.240000000, -2.170000000, -1.840000000, -1.440000000, -1.450000000, -2.240000000, -6.990000000, -1.280000000, -1.300000000, -1.840000000, -2.170000000, -1.300000000, -1.280000000, 2.880208333
-1.840000000, -2.170000000, -2.240000000, -1.450000000, -1.280000000, -1.300000000, -3.460000000, -1.440000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -1.840000000, 39.791666667
-1.300000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -5.020000000, -1.840000000, -1.840000000, -1.280000000, -1.000000000, -1.450000000, -1.840000000, 45.807291667
-1.000000000, -1.000000000, -1.450000000, -1.440000000, -1.000000000, -0.580000000, -4.910000000, -1.300000000, -1.000000000, -1.440000000, -1.280000000, -1.000000000, -0.580000000, 41.645833333
-1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.280000000, -0.580000000, -4.910000000, -1.440000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -0.880000000, 32.984375000
-1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, -6.960000000, -2.170000000, -2.240000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, 6.072916667
-1.000000000, -1.000000000, -1.000000000, -1.440000000, -1.450000000, -1.000000000, -4.720000000, -1.000000000, -1.000000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, 54.427083333
-1.000000000, -0.880000000, -1.450000000, -1.440000000, -1.450000000, -2.240000000, -5.470000000, -1.280000000, -1.300000000, -2.170000000, -1.440000000, -0.580000000, -1.280000000, 10.203125000
-1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, -1.450000000, -4.480000000, -1.450000000, -1.440000000, -2.170000000, -1.840000000, -1.840000000, -1.840000000, 30.994791667
-2.170000000, -1.300000000, -1.440000000, -1.840000000, -2.170000000, -1.840000000, -6.750000000, -1.300000000, -1.280000000, -2.240000000, -2.170000000, -1.440000000, -1.000000000, 3.265625000
-1.440000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, -1.440000000, -7.690000000, -2.240000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, -1.000000000, 3.062500000
-1.440000000, -1.450000000, -1.280000000, -2.240000000, -1.450000000, -1.440000000, -3.740000000, -0.580000000, -0.880000000, -0.580000000, -0.880000000, -1.000000000, -1.300000000, 40.843750000
-1.280000000, -1.300000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, -6.750000000, -1.300000000, -1.280000000, -2.240000000, -1.280000000, -0.580000000, -1.000000000, 2.411458333
-2.240000000, -1.280000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -6.500000000, -1.300000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, 12.218750000
-1.280000000, -2.240000000, -2.170000000, -1.440000000, -1.000000000, -1.000000000, -5.940000000, -2.170000000, -2.240000000, -1.280000000, -1.000000000, -1.000000000, -1.000000000, 13.296875000
-1.000000000, -1.300000000, -2.170000000, -1.840000000, -1.300000000, -1.440000000, -6.750000000, -1.450000000, -1.440000000, -2.170000000, -1.840000000, -1.300000000, -1.440000000, 4.588541667
-1.440000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -5.170000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, 17.223958333
-1.300000000, -0.880000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -4.780000000, -1.300000000, -1.440000000, -1.280000000, -1.000000000, -1.300000000, -1.840000000, 55.390625000
-0.580000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -1.450000000, -6.010000000, -1.440000000, -1.000000000, -1.300000000, -2.170000000, -1.840000000, -1.300000000, 13.375000000
-1.450000000, -0.880000000, -1.450000000, -1.840000000, -1.440000000, -1.000000000, -6.140000000, -1.280000000, -1.300000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, 18.067708333
-1.000000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, -1.840000000, -5.780000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, 6.328125000
-1.000000000, -0.580000000, -0.880000000, -0.580000000, -1.280000000, -1.440000000, -6.140000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -1.000000000, -1.450000000, 30.833333333
-1.450000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -1.450000000, -7.200000000, -1.000000000, -0.580000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, 13.963541667
-1.300000000, -1.280000000, -1.450000000, -2.240000000, -1.280000000, -1.000000000, -4.910000000, -1.450000000, -1.440000000, -2.170000000, -1.300000000, -0.880000000, -1.450000000, 22.953125000
-1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -8.090000000, -2.240000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.440000000, 1.322916667
-1.000000000, -1.450000000, -1.440000000, -1.450000000, -2.240000000, -1.280000000, -4.020000000, -1.280000000, -0.580000000, -1.440000000, -1.840000000, -1.450000000, -1.280000000, 33.291666667
-1.000000000, -1.280000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, -5.140000000, -0.880000000, -1.300000000, -1.280000000, -0.580000000, -0.880000000, -1.450000000, 10.135416667
-0.880000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, -1.450000000, -4.300000000, -1.000000000, -1.000000000, -1.440000000, -1.280000000, -1.000000000, -1.300000000, 34.411458333
-2.170000000, -1.300000000, -1.280000000, -1.840000000, -1.840000000, -2.240000000, -5.170000000, -1.450000000, -2.240000000, -1.450000000, -0.880000000, -1.450000000, -1.840000000, 4.645833333
-1.280000000, -2.240000000, -1.280000000, -1.000000000, -1.450000000, -2.240000000, -4.890000000, -1.450000000, -1.440000000, -1.840000000, -1.840000000, -1.840000000, -1.280000000, 22.536458333
-1.300000000, -1.440000000, -1.280000000, -0.580000000, -1.000000000, -1.000000000, -5.570000000, -2.170000000, -2.240000000, -1.280000000, -1.300000000, -1.450000000, -1.000000000, 40.197916667
-1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.440000000, -5.420000000, -1.840000000, -1.280000000, -1.000000000, -1.450000000, -1.840000000, -1.840000000, 23.229166667
-1.280000000, -2.240000000, -2.170000000, -1.300000000, -1.280000000, -1.840000000, -7.210000000, -1.450000000, -0.880000000, -1.450000000, -1.840000000, -2.240000000, -2.170000000, 3.473958333
-1.000000000, -1.300000000, -2.170000000, -1.840000000, -1.440000000, -1.450000000, -8.820000000, -1.440000000, -0.580000000, -1.000000000, -1.280000000, -1.440000000, -1.300000000, 2.239583333
-1.280000000, -2.240000000, -1.840000000, -2.170000000, -1.300000000, -1.000000000, -5.520000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, 21.526041667
-1.440000000, -1.000000000, -1.000000000, -1.000000000, -1.450000000, -1.440000000, -5.540000000, -1.840000000, -1.440000000, -1.450000000, -1.840000000, -1.440000000, -0.580000000, 9.213541667
-1.280000000, -1.300000000, -1.000000000, -1.440000000, -2.170000000, -2.240000000, -3.740000000, -0.580000000, -1.280000000, -2.240000000, -1.840000000, -1.840000000, -1.280000000, 21.109375000
-2.240000000, -1.280000000, -1.300000000, -1.840000000, -1.450000000, -1.000000000, -4.440000000, -1.280000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, 58.630208333
-0.880000000, -1.300000000, -1.450000000, -1.440000000, -1.840000000, -2.170000000, -5.470000000, -2.240000000, -2.170000000, -1.300000000, -1.280000000, -1.840000000, -2.240000000, 6.364583333
-1.300000000, -1.280000000, -1.300000000, -1.000000000, -1.000000000, -1.440000000, -6.810000000, -1.840000000, -1.280000000, -0.580000000, -1.000000000, -1.440000000, -2.170000000, 7.218750000
-1.280000000, -0.580000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -6.010000000, -1.450000000, -1.440000000, -1.000000000, -1.300000000, -2.170000000, -1.840000000, 13.208333333
-1.440000000, -1.300000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -6.350000000, -1.000000000, -1.300000000, -1.840000000, -2.170000000, -1.840000000, -1.840000000, 7.364583333
-2.170000000, -1.840000000, -1.300000000, -1.280000000, -2.240000000, -2.170000000, -4.020000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -2.240000000, -1.280000000, 19.937500000
-1.000000000, -1.000000000, -1.440000000, -2.170000000, -1.300000000, -1.000000000, -3.880000000, -1.300000000, -1.450000000, -1.000000000, -0.880000000, -1.000000000, -1.000000000, 84.244791667
-1.300000000, -1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.300000000, -8.420000000, -1.840000000, -1.840000000, -1.440000000, -1.300000000, -1.450000000, -1.440000000, 2.828125000
-1.300000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -1.300000000, -5.120000000, -2.240000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -1.280000000, 7.723958333
-2.240000000, -2.170000000, -1.300000000, -0.880000000, -1.000000000, -1.000000000, -4.210000000, -1.440000000, -1.840000000, -1.280000000, -1.000000000, -0.580000000, -1.440000000, 69.343750000
-1.440000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, -1.440000000, -6.050000000, -1.440000000, -0.580000000, -1.280000000, -1.840000000, -2.240000000, -1.280000000, 3.958333333
-2.240000000, -1.840000000, -2.170000000, -1.840000000, -1.840000000, -1.440000000, -5.730000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -1.280000000, -1.000000000, 8.494791667
-1.000000000, -1.300000000, -1.840000000, -2.170000000, -1.440000000, -1.300000000, -4.700000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, 10.119791667
-2.170000000, -1.440000000, -0.580000000, -0.880000000, -1.300000000, -1.280000000, -6.180000000, -2.240000000, -1.840000000, -1.840000000, -1.840000000, -1.450000000, -1.440000000, 8.963541667
-1.440000000, -2.170000000, -1.300000000, -0.880000000, -0.580000000, -1.000000000, -6.570000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, -2.170000000, -2.240000000, 15.177083333
-1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.280000000, -3.460000000, -1.450000000, -1.300000000, -1.000000000, -0.880000000, -0.580000000, -0.880000000, 54.359375000
-1.840000000, -1.840000000, -1.840000000, -1.840000000, -1.840000000, -1.280000000, -6.140000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, 7.421875000
-1.000000000, -1.280000000, -1.840000000, -2.240000000, -1.280000000, -0.580000000, -4.630000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -1.300000000, -1.280000000, 45.609375000
-0.580000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, -0.880000000, -3.910000000, -1.300000000, -1.000000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, 57.619791667
-2.240000000, -1.280000000, -0.580000000, -1.000000000, -0.880000000, -1.300000000, -6.590000000, -1.440000000, -0.580000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, 9.546875000
-1.000000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -5.020000000, -1.300000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, 22.031250000
-2.170000000, -2.240000000, -1.280000000, -1.000000000, -1.300000000, -1.450000000, -6.740000000, -1.440000000, -1.000000000, -1.450000000, -2.240000000, -1.450000000, -1.440000000, 7.864583333
-1.280000000, -1.840000000, -1.300000000, -1.280000000, -1.840000000, -1.840000000, -4.180000000, -1.300000000, -1.280000000, -0.580000000, -0.880000000, -1.450000000, -1.300000000, 15.895833333
-1.840000000, -1.440000000, -1.450000000, -2.240000000, -1.840000000, -1.280000000, -6.020000000, -0.580000000, -1.280000000, -1.840000000, -1.300000000, -1.440000000, -1.450000000, 10.718750000
-1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -1.280000000, -4.600000000, -1.440000000, -2.170000000, -2.240000000, -1.280000000, -0.580000000, -1.280000000, 16.890625000
-1.000000000, -1.000000000, -1.000000000, -1.280000000, -1.840000000, -2.240000000, -5.030000000, -1.440000000, -1.450000000, -1.280000000, -1.840000000, -1.440000000, -1.000000000, 14.963541667
-1.300000000, -1.280000000, -0.580000000, -1.440000000, -1.280000000, -1.300000000, -5.140000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -1.840000000, -1.840000000, 13.401041667
-2.240000000, -1.840000000, -1.280000000, -1.000000000, -1.450000000, -1.440000000, -5.940000000, -1.840000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, 8.562500000
-1.840000000, -1.840000000, -1.300000000, -0.880000000, -0.580000000, -0.880000000, -4.000000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, -0.880000000, -1.000000000, 146.140625000
-0.880000000, -1.300000000, -2.170000000, -2.240000000, -1.450000000, -0.880000000, -5.730000000, -1.000000000, -1.300000000, -1.840000000, -2.170000000, -1.440000000, -1.300000000, 22.937500000
-2.240000000, -1.840000000, -1.280000000, -1.450000000, -1.840000000, -1.440000000, -5.720000000, -2.170000000, -1.300000000, -1.440000000, -2.170000000, -1.440000000, -1.000000000, 4.531250000
-0.880000000, -0.580000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, -4.000000000, -1.280000000, -1.840000000, -2.240000000, -1.280000000, -0.580000000, -0.880000000, 179.625000000
-1.840000000, -1.450000000, -1.440000000, -1.840000000, -2.170000000, -2.240000000, -7.140000000, -2.240000000, -2.170000000, -1.840000000, -2.240000000, -1.450000000, -1.280000000, 1.427083333
-1.440000000, -1.450000000, -1.000000000, -1.440000000, -1.450000000, -1.000000000, -8.020000000, -2.240000000, -1.840000000, -2.170000000, -1.300000000, -1.440000000, -1.450000000, 6.114583333
-1.450000000, -1.300000000, -0.880000000, -0.580000000, -1.000000000, -1.000000000, -6.640000000, -1.000000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.300000000, 25.395833333
-1.840000000, -1.840000000, -1.300000000, -1.440000000, -2.170000000, -2.240000000, -4.750000000, -1.000000000, -1.440000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, 10.119791667
