@RELATION PBDNN

@ATTRIBUTE NN-5	numeric
@ATTRIBUTE NN-4	numeric
@ATTRIBUTE NN-3	numeric
@ATTRIBUTE NN-2	numeric
@ATTRIBUTE NN-1	numeric
@ATTRIBUTE NN0	numeric
@ATTRIBUTE NN1	numeric
@ATTRIBUTE NN15	numeric
@ATTRIBUTE NN16	numeric
@ATTRIBUTE NN17	numeric
@ATTRIBUTE NN18	numeric
@ATTRIBUTE NN19	numeric
@ATTRIBUTE NN20	numeric
@ATTRIBUTE class	numeric

@DATA
-1.450000000, -1.280000000, -1.300000000, -1.280000000, -2.240000000, -1.450000000, -16.590000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, -1.000000000, -1.280000000, 1.281250000
-1.440000000, -1.000000000, -1.000000000, -1.300000000, -1.280000000, -1.300000000, -15.650000000, -1.300000000, -0.880000000, -0.580000000, -0.880000000, -1.000000000, -1.000000000, 1.109375000
-1.300000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, -2.170000000, -22.050000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, 0.000000000
-1.450000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, -1.280000000, -21.800000000, -1.840000000, -1.840000000, -2.240000000, -2.170000000, -1.840000000, -1.840000000, 0.218750000
-1.840000000, -1.450000000, -1.280000000, -2.240000000, -2.170000000, -2.240000000, -22.090000000, -1.000000000, -1.300000000, -1.840000000, -2.170000000, -1.840000000, -1.840000000, 0.000000000
-0.880000000, -0.580000000, -0.880000000, -1.000000000, -1.000000000, -1.000000000, -12.380000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, -1.280000000, 32.281250000
-0.880000000, -0.580000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -13.150000000, -1.000000000, -0.580000000, -1.280000000, -1.840000000, -1.840000000, -1.840000000, 20.822916667
-1.840000000, -2.240000000, -1.280000000, -0.580000000, -1.440000000, -1.450000000, -25.240000000, -1.280000000, -1.450000000, -2.240000000, -2.170000000, -2.240000000, -2.170000000, 0.000000000
-1.280000000, -1.450000000, -1.440000000, -1.000000000, -1.300000000, -2.170000000, -20.200000000, -1.840000000, -1.840000000, -1.300000000, -1.440000000, -2.170000000, -2.240000000, 0.026041667
-1.300000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, -20.260000000, -0.580000000, -1.440000000, -1.280000000, -1.300000000, -1.840000000, -1.840000000, 0.000000000
-1.280000000, -1.450000000, -2.240000000, -1.280000000, -1.000000000, -0.580000000, -21.130000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.440000000, 0.114583333
-0.580000000, -0.880000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -13.270000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, 17.963541667
-0.880000000, -1.450000000, -1.840000000, -1.300000000, -1.280000000, -2.240000000, -19.800000000, -1.450000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, -2.240000000, 0.130208333
-1.450000000, -2.240000000, -1.280000000, -1.450000000, -1.840000000, -1.440000000, -17.770000000, -1.000000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, 0.333333333
-1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, -20.350000000, -1.840000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, -1.440000000, 0.036458333
-2.240000000, -1.840000000, -1.280000000, -1.450000000, -1.300000000, -0.880000000, -16.380000000, -0.880000000, -1.000000000, -1.000000000, -1.450000000, -1.440000000, -1.000000000, 1.619791667
-1.000000000, -1.000000000, -1.000000000, -0.880000000, -1.450000000, -1.300000000, -19.160000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -0.580000000, -1.000000000, 0.031250000
-1.840000000, -2.170000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -19.740000000, -1.450000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, -0.880000000, 0.317708333
-1.440000000, -1.000000000, -0.580000000, -1.000000000, -0.880000000, -1.450000000, -20.490000000, -2.240000000, -1.280000000, -0.580000000, -0.880000000, -1.300000000, -1.450000000, 0.218750000
-1.450000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, -1.840000000, -20.870000000, -1.450000000, -1.840000000, -1.300000000, -1.280000000, -2.240000000, -2.170000000, 0.130208333
-1.300000000, -1.000000000, -1.000000000, -0.880000000, -1.000000000, -1.450000000, -18.300000000, -1.440000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.300000000, 0.291666667
-1.280000000, -1.450000000, -1.300000000, -1.280000000, -1.440000000, -1.450000000, -26.720000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -0.580000000, 0.000000000
-1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.000000000, -1.440000000, -19.530000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -1.280000000, 0.109375000
-1.440000000, -1.280000000, -1.300000000, -1.840000000, -1.840000000, -1.840000000, -21.710000000, -1.450000000, -1.300000000, -1.000000000, -1.440000000, -1.280000000, -1.300000000, 0.000000000
-1.280000000, -1.440000000, -1.450000000, -1.300000000, -1.280000000, -2.240000000, -21.710000000, -1.840000000, -1.300000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, 0.000000000
-1.840000000, -1.840000000, -2.170000000, -1.440000000, -1.300000000, -1.840000000, -22.460000000, -1.840000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -2.240000000, 0.000000000
-1.280000000, -1.300000000, -1.450000000, -1.000000000, -1.440000000, -1.450000000, -19.900000000, -1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.440000000, -1.840000000, 0.088541667
-1.300000000, -1.280000000, -2.240000000, -1.840000000, -2.170000000, -1.300000000, -18.380000000, -1.450000000, -1.280000000, -2.240000000, -2.170000000, -1.300000000, -1.280000000, 1.114583333
-1.840000000, -2.240000000, -2.170000000, -1.300000000, -1.280000000, -1.840000000, -20.080000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, -1.840000000, -2.240000000, 0.255208333
-1.450000000, -1.440000000, -1.000000000, -1.450000000, -1.440000000, -1.450000000, -18.720000000, -1.300000000, -1.450000000, -1.280000000, -1.440000000, -1.450000000, -1.440000000, 0.401041667
-1.000000000, -1.280000000, -1.840000000, -1.840000000, -1.300000000, -1.280000000, -24.390000000, -2.170000000, -1.840000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, 0.000000000
-1.280000000, -0.580000000, -0.880000000, -1.450000000, -1.300000000, -1.280000000, -18.660000000, -1.280000000, -1.300000000, -1.000000000, -0.880000000, -1.450000000, -2.240000000, 0.729166667
-1.840000000, -1.840000000, -1.840000000, -1.440000000, -1.450000000, -1.840000000, -15.670000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, -1.000000000, -1.000000000, 1.416666667
-0.880000000, -0.580000000, -1.280000000, -2.240000000, -1.450000000, -0.880000000, -16.410000000, -1.000000000, -1.450000000, -2.240000000, -1.280000000, -1.450000000, -2.240000000, 3.031250000
-1.000000000, -0.880000000, -0.580000000, -1.280000000, -1.300000000, -1.440000000, -22.100000000, -1.280000000, -1.450000000, -1.440000000, -1.300000000, -1.280000000, -1.000000000, 0.000000000
-0.880000000, -0.580000000, -0.880000000, -1.000000000, -0.580000000, -1.280000000, -23.170000000, -1.840000000, -2.240000000, -2.170000000, -2.240000000, -2.170000000, -1.840000000, 0.000000000
-1.000000000, -1.280000000, -2.240000000, -1.450000000, -1.000000000, -1.440000000, -22.550000000, -1.840000000, -2.240000000, -2.170000000, -1.300000000, -0.880000000, -1.000000000, 0.640625000
-1.000000000, -1.280000000, -2.240000000, -1.840000000, -1.280000000, -1.000000000, -14.390000000, -1.300000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, -1.440000000, 7.750000000
-1.840000000, -2.240000000, -2.170000000, -1.440000000, -1.000000000, -0.580000000, -20.960000000, -1.440000000, -1.300000000, -1.840000000, -1.280000000, -1.000000000, -0.580000000, 0.312500000
-0.580000000, -0.880000000, -1.300000000, -2.170000000, -1.300000000, -1.440000000, -22.820000000, -0.880000000, -1.300000000, -1.280000000, -1.300000000, -2.170000000, -1.440000000, 0.057291667
-1.440000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -18.230000000, -0.880000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -1.280000000, 1.161458333
-1.300000000, -1.280000000, -1.300000000, -1.000000000, -1.280000000, -1.840000000, -17.740000000, -1.450000000, -2.240000000, -1.840000000, -1.840000000, -1.280000000, -1.000000000, 0.437500000
-2.240000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.440000000, -23.230000000, -1.280000000, -2.240000000, -2.170000000, -1.440000000, -1.000000000, -1.000000000, 0.000000000
-1.280000000, -1.450000000, -2.240000000, -1.450000000, -0.880000000, -1.300000000, -18.680000000, -1.450000000, -0.880000000, -0.580000000, -1.280000000, -2.240000000, -1.450000000, 0.093750000
-1.440000000, -1.280000000, -0.580000000, -1.000000000, -1.000000000, -1.000000000, -16.420000000, -1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -2.170000000, 5.911458333
-1.840000000, -1.450000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -16.880000000, -1.450000000, -0.880000000, -1.300000000, -1.450000000, -0.880000000, -1.000000000, 0.713541667
-2.240000000, -2.170000000, -2.240000000, -2.170000000, -1.840000000, -2.240000000, -22.760000000, -1.840000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.280000000, 0.000000000
-1.000000000, -1.000000000, -0.580000000, -1.000000000, -1.440000000, -1.840000000, -18.770000000, -1.840000000, -2.240000000, -1.280000000, -1.300000000, -1.450000000, -1.000000000, 0.302083333
-1.000000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, -1.280000000, -23.420000000, -2.240000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, -1.000000000, 0.000000000
-2.170000000, -2.240000000, -1.280000000, -0.580000000, -1.280000000, -1.840000000, -19.360000000, -1.840000000, -2.170000000, -1.440000000, -1.300000000, -1.280000000, -1.300000000, 0.265625000
-1.450000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, -21.030000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -1.840000000, -2.170000000, 0.020833333
-1.840000000, -1.450000000, -0.880000000, -1.000000000, -1.450000000, -2.240000000, -20.030000000, -2.240000000, -1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, 0.145833333
-1.000000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, -1.440000000, -19.980000000, -2.170000000, -2.240000000, -1.840000000, -1.840000000, -1.840000000, -1.450000000, 0.000000000
-1.280000000, -2.240000000, -1.450000000, -1.280000000, -1.440000000, -1.450000000, -19.060000000, -1.840000000, -1.300000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, 0.302083333
-1.840000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -19.510000000, -1.840000000, -1.840000000, -1.840000000, -1.840000000, -1.280000000, -1.450000000, 0.531250000
-1.450000000, -1.440000000, -1.840000000, -1.280000000, -1.450000000, -1.440000000, -19.610000000, -1.450000000, -1.440000000, -2.170000000, -1.840000000, -1.840000000, -1.300000000, 0.187500000
-1.280000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -18.220000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, -0.880000000, -1.000000000, 0.130208333
-1.300000000, -1.280000000, -1.300000000, -2.170000000, -1.440000000, -1.300000000, -18.360000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, -1.840000000, -1.840000000, 0.848958333
-1.450000000, -1.280000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -19.270000000, -1.440000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, -2.240000000, 0.463541667
-1.450000000, -1.300000000, -1.440000000, -1.450000000, -1.000000000, -1.000000000, -19.510000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, 0.359375000
-1.000000000, -0.880000000, -0.580000000, -0.880000000, -0.580000000, -1.000000000, -15.840000000, -0.880000000, -0.580000000, -1.440000000, -1.280000000, -1.000000000, -1.000000000, 4.442708333
-1.840000000, -1.840000000, -1.440000000, -1.300000000, -1.450000000, -1.440000000, -21.860000000, -1.840000000, -2.170000000, -1.300000000, -0.880000000, -1.450000000, -1.840000000, 0.031250000
-1.440000000, -1.840000000, -1.840000000, -1.840000000, -1.280000000, -1.450000000, -19.120000000, -2.240000000, -1.840000000, -1.840000000, -1.840000000, -1.840000000, -1.450000000, 0.343750000
-2.240000000, -1.450000000, -1.000000000, -1.440000000, -1.450000000, -1.280000000, -23.900000000, -2.170000000, -1.300000000, -0.880000000, -1.000000000, -1.000000000, -0.580000000, 0.000000000
-1.300000000, -2.170000000, -1.840000000, -1.440000000, -1.000000000, -1.300000000, -16.790000000, -1.440000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -1.840000000, 0.781250000
-1.280000000, -2.240000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, -14.860000000, -1.280000000, -2.240000000, -1.280000000, -1.000000000, -1.000000000, -1.000000000, 2.015625000
-1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.000000000, -1.000000000, -20.300000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, -1.840000000, -1.300000000, 0.270833333
-1.300000000, -1.840000000, -1.450000000, -0.880000000, -1.450000000, -2.240000000, -17.610000000, -1.840000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -1.450000000, 0.354166667
-1.840000000, -2.240000000, -1.450000000, -1.280000000, -1.840000000, -1.840000000, -22.880000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, -1.840000000, -2.170000000, 0.000000000
-1.840000000, -1.840000000, -2.240000000, -1.280000000, -1.450000000, -1.840000000, -21.850000000, -1.000000000, -1.000000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, 0.000000000
-2.170000000, -1.840000000, -1.440000000, -0.580000000, -1.000000000, -0.880000000, -18.540000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -1.840000000, -1.300000000, 0.723958333
-2.170000000, -1.440000000, -1.000000000, -1.000000000, -1.000000000, -1.450000000, -19.740000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, -0.880000000, -1.000000000, 0.390625000
-1.280000000, -1.440000000, -1.000000000, -0.580000000, -1.440000000, -1.450000000, -18.660000000, -2.240000000, -1.450000000, -1.280000000, -1.300000000, -1.000000000, -1.280000000, 0.276041667
-1.840000000, -1.280000000, -1.000000000, -0.580000000, -1.440000000, -2.170000000, -22.810000000, -2.240000000, -1.450000000, -1.280000000, -1.840000000, -1.440000000, -1.300000000, 0.000000000
-1.440000000, -2.170000000, -2.240000000, -2.170000000, -2.240000000, -1.840000000, -19.720000000, -1.280000000, -1.840000000, -1.840000000, -1.840000000, -1.440000000, -1.450000000, 0.296875000
-1.450000000, -1.440000000, -1.840000000, -1.280000000, -1.000000000, -0.580000000, -23.690000000, -1.450000000, -1.280000000, -2.240000000, -1.450000000, -1.280000000, -1.840000000, 0.000000000
-1.000000000, -0.880000000, -1.450000000, -2.240000000, -1.840000000, -1.840000000, -20.970000000, -1.000000000, -1.300000000, -1.450000000, -1.440000000, -2.170000000, -1.840000000, 0.000000000
-1.300000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, -2.240000000, -20.060000000, -1.280000000, -1.300000000, -1.840000000, -1.840000000, -1.840000000, -2.170000000, 0.057291667
-2.170000000, -2.240000000, -1.280000000, -1.300000000, -1.840000000, -2.170000000, -18.300000000, -2.240000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, -0.580000000, 0.380208333
-1.000000000, -1.440000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, -16.600000000, -1.300000000, -1.280000000, -1.000000000, -1.000000000, -0.580000000, -0.880000000, 3.526041667
-1.450000000, -1.440000000, -1.840000000, -1.450000000, -1.280000000, -1.300000000, -18.580000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -1.840000000, -1.280000000, 0.265625000
-2.240000000, -1.840000000, -1.280000000, -1.300000000, -2.170000000, -2.240000000, -22.960000000, -2.170000000, -1.840000000, -1.840000000, -1.300000000, -0.880000000, -1.300000000, 0.000000000
-1.300000000, -0.880000000, -0.580000000, -1.280000000, -1.300000000, -1.280000000, -19.080000000, -1.440000000, -1.450000000, -1.300000000, -1.000000000, -1.000000000, -1.440000000, 0.078125000
-2.170000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -22.440000000, -2.240000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, -0.580000000, 0.000000000
-1.280000000, -1.300000000, -1.280000000, -1.840000000, -1.840000000, -1.440000000, -18.150000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, -2.170000000, -2.240000000, 0.260416667
-1.450000000, -1.000000000, -1.280000000, -1.840000000, -2.240000000, -1.840000000, -20.820000000, -2.240000000, -2.170000000, -1.300000000, -1.000000000, -1.280000000, -1.840000000, 0.161458333
-1.440000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.450000000, -18.590000000, -1.000000000, -0.580000000, -1.000000000, -1.280000000, -2.240000000, -1.840000000, 1.494791667
-1.450000000, -1.440000000, -2.170000000, -1.440000000, -1.450000000, -1.300000000, -17.080000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -1.450000000, 2.010416667
-0.580000000, -1.440000000, -1.840000000, -2.170000000, -1.840000000, -1.440000000, -17.510000000, -1.440000000, -1.280000000, -1.450000000, -1.840000000, -2.240000000, -1.840000000, 0.729166667
-1.450000000, -1.280000000, -2.240000000, -1.450000000, -1.280000000, -1.840000000, -23.550000000, -2.170000000, -1.840000000, -2.240000000, -1.840000000, -1.450000000, -1.280000000, 0.000000000
-1.450000000, -1.000000000, -1.000000000, -1.000000000, -1.280000000, -2.240000000, -22.660000000, -1.450000000, -0.880000000, -1.450000000, -1.840000000, -2.240000000, -2.170000000, 0.000000000
-2.170000000, -2.240000000, -1.840000000, -1.450000000, -0.880000000, -0.580000000, -19.900000000, -2.170000000, -2.240000000, -2.170000000, -2.240000000, -1.280000000, -1.450000000, 0.140625000
-1.280000000, -2.240000000, -2.170000000, -1.300000000, -1.440000000, -1.280000000, -15.370000000, -1.300000000, -1.450000000, -1.000000000, -0.880000000, -1.000000000, -1.000000000, 4.718750000
-2.240000000, -1.450000000, -1.440000000, -1.840000000, -1.280000000, -1.300000000, -24.500000000, -1.440000000, -1.000000000, -1.000000000, -0.580000000, -1.280000000, -2.240000000, 0.000000000
-2.240000000, -1.840000000, -2.170000000, -1.840000000, -1.840000000, -1.440000000, -16.070000000, -1.300000000, -1.280000000, -1.450000000, -1.840000000, -1.840000000, -2.240000000, 0.140625000
-1.280000000, -1.450000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, -13.360000000, -1.450000000, -0.880000000, -1.000000000, -0.580000000, -0.880000000, -1.000000000, 17.796875000
-1.450000000, -1.000000000, -1.440000000, -1.450000000, -1.000000000, -1.440000000, -24.910000000, -1.000000000, -1.000000000, -1.450000000, -1.440000000, -0.580000000, -1.280000000, 0.067708333
-1.450000000, -1.440000000, -1.450000000, -1.300000000, -1.440000000, -1.450000000, -18.390000000, -1.840000000, -1.280000000, -1.450000000, -1.440000000, -1.450000000, -1.300000000, 0.421875000
-1.450000000, -2.240000000, -2.170000000, -2.240000000, -1.280000000, -1.300000000, -18.620000000, -0.580000000, -1.440000000, -1.450000000, -1.440000000, -1.840000000, -1.280000000, 0.104166667
-1.000000000, -0.880000000, -0.580000000, -1.000000000, -1.440000000, -1.280000000, -22.300000000, -1.440000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, 0.000000000
-1.000000000, -1.280000000, -1.840000000, -1.440000000, -1.450000000, -1.440000000, -18.940000000, -1.840000000, -1.280000000, -1.000000000, -1.000000000, -1.300000000, -1.450000000, 0.682291667
-1.000000000, -0.880000000, -1.300000000, -2.170000000, -1.840000000, -2.240000000, -24.150000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, -1.440000000, -1.450000000, 0.000000000
-2.170000000, -1.300000000, -0.880000000, -1.000000000, -1.000000000, -0.580000000, -20.930000000, -1.000000000, -1.000000000, -1.000000000, -1.440000000, -1.840000000, -2.170000000, 0.578125000
-1.000000000, -0.580000000, -1.280000000, -1.300000000, -1.280000000, -2.240000000, -21.480000000, -1.000000000, -0.580000000, -0.880000000, -1.300000000, -1.840000000, -1.450000000, 0.010416667
-1.300000000, -1.440000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, -19.630000000, -0.580000000, -1.440000000, -2.170000000, -2.240000000, -1.280000000, -0.580000000, 0.307291667
-1.840000000, -1.840000000, -1.440000000, -1.000000000, -1.450000000, -1.840000000, -15.810000000, -1.840000000, -1.840000000, -2.240000000, -1.280000000, -0.580000000, -0.880000000, 0.218750000
-0.580000000, -0.880000000, -1.000000000, -1.000000000, -1.450000000, -1.300000000, -18.230000000, -1.450000000, -1.280000000, -1.300000000, -1.280000000, -1.440000000, -0.580000000, 0.645833333
-1.300000000, -0.880000000, -1.300000000, -1.280000000, -1.000000000, -1.300000000, -19.210000000, -1.280000000, -1.000000000, -1.450000000, -1.440000000, -0.580000000, -1.280000000, 0.354166667
-1.840000000, -2.170000000, -1.300000000, -1.440000000, -1.280000000, -0.580000000, -22.040000000, -1.840000000, -2.240000000, -1.450000000, -1.000000000, -1.280000000, -1.440000000, 0.000000000
-1.450000000, -2.240000000, -1.450000000, -1.000000000, -0.880000000, -0.580000000, -22.570000000, -1.840000000, -1.280000000, -1.450000000, -2.240000000, -1.450000000, -1.000000000, 0.000000000
-1.440000000, -1.840000000, -1.280000000, -1.450000000, -1.440000000, -1.000000000, -20.060000000, -1.440000000, -2.170000000, -1.840000000, -1.840000000, -1.300000000, -1.440000000, 0.052083333
-1.450000000, -1.440000000, -1.450000000, -1.440000000, -1.000000000, -0.580000000, -16.120000000, -1.280000000, -1.440000000, -1.000000000, -0.580000000, -0.880000000, -0.580000000, 3.567708333
-1.000000000, -1.000000000, -1.000000000, -0.580000000, -1.440000000, -2.170000000, -18.680000000, -1.000000000, -1.280000000, -1.300000000, -0.880000000, -1.450000000, -2.240000000, 0.645833333
